lane,E,ES,S,P,maximum_normalized_violation
224,7.508493065834045,2.4915556609630585,77.69200801849365,19.816406965255737,3.445504865765587e-06
225,7.794954776763916,2.2049784660339355,77.92416572570801,19.87090229988098,4.7204470332201316e-06
226,7.701935768127441,2.297958880662918,77.85032272338867,19.851789474487305,7.449455474300519e-06
227,7.666518688201904,2.333439141511917,77.74281024932861,19.92377758026123,2.9818895321457527e-06
228,7.513587474822998,2.486356198787689,77.8677749633789,19.64590549468994,3.982877184279486e-06
229,7.617378830909729,2.3825865983963013,77.55763053894043,20.059802532196045,2.4445172136318537e-06
230,7.612681984901428,2.3872506618499756,77.62460231781006,19.988192319869995,4.762593881731025e-06
231,7.494785189628601,2.5052261352539062,77.47927665710449,20.01549243927002,8.007901217069865e-07
232,7.704970836639404,2.295054793357849,78.18907260894775,19.51586127281189,1.8123144859684432e-06
233,7.639861702919006,2.3601870238780975,78.01700115203857,19.62278127670288,3.445504865765587e-06
234,7.511577010154724,2.4883946776390076,77.66115665435791,19.85046625137329,2.0019753042674666e-06
235,7.62024462223053,2.379740923643112,77.74423599243164,19.876033067703247,1.0220610763891803e-06
236,7.618350982666016,2.3816485702991486,78.15062999725342,19.467726945877075,3.1831800878072015e-07
237,7.817297577857971,2.1826747059822083,77.82562732696533,19.99171495437622,1.959828455756572e-06
238,7.709681391716003,2.2902247309684753,77.78223514556885,19.927605390548706,6.638128640465809e-06
239,7.5997138023376465,2.400273382663727,78.12389850616455,19.475842714309692,9.061572429842216e-07
240,7.624263763427734,2.375677227973938,77.93358325958252,19.69078302383423,4.172538002578509e-06
241,7.628005743026733,2.3719604313373566,77.92689800262451,19.701162576675415,2.391833652993236e-06
242,7.729554772377014,2.2703832387924194,77.73550510406494,19.994152784347534,4.383272245132979e-06
243,7.777099609375,2.2228294610977173,77.7890157699585,19.988197088241577,5.01547497279639e-06
244,7.739521861076355,2.260458916425705,78.1306505203247,19.608898162841797,1.3592358644763325e-06
245,7.498268485069275,2.5017181038856506,77.59560585021973,19.902687072753906,9.483040914951156e-07
246,7.848351001739502,2.1515919268131256,77.93514251708984,19.91329789161682,4.035560744918103e-06
247,7.474125623703003,2.5259003043174744,77.87379264831543,19.60029125213623,1.8333879102238902e-06
248,7.499047517776489,2.5010061264038086,77.76532173156738,19.733636379241943,3.7932163659804626e-06
249,7.5418877601623535,2.4581794440746307,77.75168895721436,19.79009509086609,4.7520571696033015e-06
250,7.571665644645691,2.4283291399478912,77.76510715484619,19.806572198867798,4.903817973108391e-07
251,7.627636194229126,2.372337579727173,77.82052516937256,19.8071551322937,1.8544613344793373e-06
252,7.6381683349609375,2.3617857694625854,77.73696899414062,19.90127444267273,3.2453073353388404e-06
253,7.533129453659058,2.4668751657009125,77.42375373840332,20.109364986419678,3.5273076648674397e-07
254,7.649039626121521,2.350967228412628,78.10362815856934,19.54539656639099,4.846887578752814e-07
255,7.625737190246582,2.374243289232254,78.07063102722168,19.55513596534729,1.3803092887317795e-06
256,7.561492919921875,2.438513934612274,77.9984712600708,19.563008546829224,4.846887578752814e-07
